epoch,acc,loss,val_acc,val_loss
0,0.4571428596973419,70.86479949951172,0.5166666507720947,22.821313858032227
1,0.5857142806053162,26.478290557861328,0.5,15.628385543823242
2,0.5285714268684387,22.264602661132812,0.6166666746139526,6.621603012084961
3,0.550000011920929,15.813200950622559,0.6000000238418579,6.513360977172852
4,0.6499999761581421,9.807025909423828,0.5666666626930237,6.30980920791626
5,0.6428571343421936,9.763703346252441,0.6666666865348816,4.397970676422119
6,0.6571428775787354,7.895934104919434,0.6833333373069763,4.540666580200195
7,0.6071428656578064,10.295305252075195,0.6333333253860474,3.7349021434783936
8,0.6000000238418579,11.420918464660645,0.5,10.305434226989746
9,0.7214285731315613,4.819125175476074,0.6000000238418579,4.179823875427246
10,0.7285714149475098,4.099359035491943,0.699999988079071,4.142550945281982
11,0.800000011920929,1.8849890232086182,0.6000000238418579,3.6638343334198
12,0.8071428537368774,1.7281372547149658,0.6333333253860474,2.7415518760681152
13,0.8071428537368774,1.2106553316116333,0.699999988079071,1.5513741970062256
14,0.8357142806053162,0.8921623826026917,0.6000000238418579,2.3991432189941406
15,0.8071428537368774,0.765342116355896,0.6499999761581421,2.279000997543335
16,0.7571428418159485,0.874974250793457,0.5333333611488342,1.372057557106018
17,0.7214285731315613,0.6830136775970459,0.5833333134651184,1.030799388885498
18,0.8714285492897034,0.28478288650512695,0.5666666626930237,1.470401406288147
19,0.8642857074737549,0.48682036995887756,0.6000000238418579,1.2704046964645386
20,0.8357142806053162,0.6111555099487305,0.7166666388511658,3.4867918491363525
21,0.8428571224212646,0.7127603888511658,0.6833333373069763,0.9623449444770813
22,0.8142856955528259,0.3983290195465088,0.6833333373069763,1.2506998777389526
23,0.7928571701049805,0.4407869577407837,0.6000000238418579,4.05236291885376
24,0.7928571701049805,0.6936756372451782,0.6666666865348816,2.009223222732544
25,0.7785714268684387,0.43055081367492676,0.5166666507720947,1.4339404106140137
26,0.6928571462631226,0.6373200416564941,0.6166666746139526,1.571009874343872
