epoch,acc,loss,val_acc,val_loss
0,0.4928571283817291,59.88160705566406,0.5666666626930237,35.56698226928711
1,0.5142857432365417,36.19145202636719,0.550000011920929,15.628045082092285
2,0.6071428656578064,23.63194465637207,0.699999988079071,15.798385620117188
3,0.6499999761581421,17.997089385986328,0.5833333134651184,9.490357398986816
4,0.6714285612106323,11.735363006591797,0.6833333373069763,10.126607894897461
5,0.7428571581840515,9.420068740844727,0.6833333373069763,15.920828819274902
6,0.7142857313156128,10.290437698364258,0.6666666865348816,8.578734397888184
7,0.75,6.672393798828125,0.6833333373069763,7.033475875854492
8,0.8357142806053162,3.467487335205078,0.6333333253860474,9.626408576965332
9,0.7642857432365417,4.93205451965332,0.6499999761581421,12.108163833618164
10,0.7714285850524902,7.2398481369018555,0.6333333253860474,9.485087394714355
11,0.8214285969734192,3.766364336013794,0.5666666626930237,9.731770515441895
12,0.8642857074737549,3.5235226154327393,0.6333333253860474,9.29537296295166
13,0.8285714387893677,4.147008895874023,0.6333333253860474,11.213464736938477
14,0.8357142806053162,2.34460711479187,0.6333333253860474,9.240193367004395
15,0.8999999761581421,1.9541347026824951,0.6833333373069763,10.512406349182129
16,0.8285714387893677,3.1310956478118896,0.6833333373069763,8.353386878967285
17,0.8928571343421936,2.1815218925476074,0.6666666865348816,10.31955337524414
18,0.8857142925262451,1.9025416374206543,0.699999988079071,11.124753952026367
19,0.9142857193946838,1.2012678384780884,0.6000000238418579,11.914595603942871
20,0.9285714030265808,1.2809890508651733,0.6333333253860474,14.015246391296387
21,0.8857142925262451,2.8018200397491455,0.7166666388511658,10.28747844696045
22,0.9642857313156128,0.5465721487998962,0.6499999761581421,10.771553993225098
23,0.9357143044471741,1.0626202821731567,0.6666666865348816,11.493115425109863
24,0.9428571462631226,0.9122567772865295,0.6000000238418579,13.291170120239258
25,0.9785714149475098,0.2897874116897583,0.6499999761581421,11.872756958007812
26,0.8999999761581421,1.842617154121399,0.6499999761581421,10.621268272399902
27,0.9571428298950195,1.0163581371307373,0.6000000238418579,13.107458114624023
28,0.9785714149475098,0.49060869216918945,0.699999988079071,11.877253532409668
29,0.9785714149475098,0.3798525929450989,0.6499999761581421,13.016733169555664
30,0.9785714149475098,0.3345148265361786,0.6166666746139526,13.754667282104492
31,0.9142857193946838,1.6452529430389404,0.6333333253860474,12.222443580627441
32,0.9214285612106323,1.7080719470977783,0.6666666865348816,15.426921844482422
33,0.9714285731315613,0.48293831944465637,0.6666666865348816,15.379583358764648
34,0.9428571462631226,0.8881956338882446,0.6666666865348816,14.481595039367676
35,0.9428571462631226,0.43420007824897766,0.6666666865348816,13.298157691955566
36,0.9142857193946838,2.0008277893066406,0.6166666746139526,11.93548583984375
37,0.9214285612106323,2.5736613273620605,0.6333333253860474,9.574443817138672
38,0.9357143044471741,1.4244390726089478,0.6499999761581421,15.841530799865723
39,0.949999988079071,1.122511386871338,0.7333333492279053,13.783491134643555
40,0.9642857313156128,0.8082320094108582,0.6833333373069763,10.762444496154785
41,0.9928571581840515,0.08350078761577606,0.6166666746139526,12.285090446472168
42,0.9571428298950195,0.8263698816299438,0.6166666746139526,15.11497974395752
43,0.9571428298950195,0.977293074131012,0.6666666865348816,15.639355659484863
44,0.9571428298950195,1.2113162279129028,0.7166666388511658,15.44046401977539
45,0.9785714149475098,0.8615437150001526,0.6833333373069763,13.007043838500977
46,0.9785714149475098,0.3161473870277405,0.6666666865348816,15.477296829223633
47,0.9428571462631226,1.2284547090530396,0.6499999761581421,14.580962181091309
48,0.9714285731315613,0.252237468957901,0.6333333253860474,16.453603744506836
49,0.9857142567634583,0.12738126516342163,0.6499999761581421,16.322725296020508
50,0.9857142567634583,0.18007172644138336,0.6499999761581421,17.186809539794922
51,0.9928571581840515,0.016346607357263565,0.6833333373069763,14.719841957092285
52,0.9571428298950195,0.840689480304718,0.6833333373069763,16.33363151550293
53,0.9714285731315613,0.3311314582824707,0.6833333373069763,14.283235549926758
54,1.0,0.0021196678280830383,0.699999988079071,14.27469539642334
55,0.9785714149475098,0.24745266139507294,0.6833333373069763,13.241390228271484
56,0.9571428298950195,0.8785633444786072,0.6666666865348816,17.725486755371094
57,0.9642857313156128,1.3483426570892334,0.6499999761581421,15.824954986572266
58,0.9857142567634583,0.4549981653690338,0.6666666865348816,15.161664009094238
59,0.9714285731315613,0.8136914968490601,0.6000000238418579,32.35314178466797
60,0.9785714149475098,0.6036461591720581,0.699999988079071,15.96562385559082
61,0.9785714149475098,0.19106554985046387,0.6499999761581421,14.601330757141113
62,0.9857142567634583,0.32783424854278564,0.6333333253860474,16.345670700073242
63,0.9642857313156128,0.675491988658905,0.6499999761581421,12.807963371276855
64,0.9785714149475098,0.1605740636587143,0.7166666388511658,12.702037811279297
65,0.9785714149475098,0.24772055447101593,0.6666666865348816,14.897637367248535
66,0.9214285612106323,1.3085827827453613,0.6666666865348816,17.413358688354492
67,0.9214285612106323,1.7889080047607422,0.5166666507720947,21.16559600830078
68,0.9142857193946838,1.5889027118682861,0.6499999761581421,21.968402862548828
69,0.949999988079071,1.2510243654251099,0.6333333253860474,30.851806640625
