epoch,loss,val_loss
0,0.05256577953696251,0.05412854254245758
1,0.03627356141805649,0.03581666573882103
2,0.03145042806863785,0.03138049691915512
3,0.0281602144241333,0.02934386394917965
4,0.02578585222363472,0.028325028717517853
5,0.024065237492322922,0.026552168652415276
6,0.022344699129462242,0.025882266461849213
7,0.02080932818353176,0.025412259623408318
8,0.019497442990541458,0.024696115404367447
9,0.01844228059053421,0.02486192248761654
10,0.01737004891037941,0.023182576522231102
11,0.016111768782138824,0.023265168070793152
12,0.015171903185546398,0.0226725023239851
13,0.014346699230372906,0.02339894138276577
14,0.013538720086216927,0.022326435893774033
15,0.012490722350776196,0.021999390795826912
16,0.011825645342469215,0.022063037380576134
17,0.011212772689759731,0.02170736901462078
18,0.010618584230542183,0.02141347900032997
19,0.010266222059726715,0.021471338346600533
20,0.00967905018478632,0.02119450643658638
21,0.009414645843207836,0.02127942442893982
22,0.009004583582282066,0.020878249779343605
23,0.008542641997337341,0.02113437093794346
24,0.008353778161108494,0.02194054238498211
25,0.008249986916780472,0.02091030403971672
26,0.007890506647527218,0.02124287188053131
27,0.0076841446571052074,0.020802343264222145
28,0.007537557743489742,0.021254366263747215
29,0.007257680408656597,0.02093338780105114
30,0.007055580150336027,0.020845212042331696
31,0.006984277628362179,0.02085113897919655
32,0.006833450403064489,0.020592160522937775
33,0.006661572493612766,0.020848413929343224
34,0.006417377851903439,0.020663844421505928
35,0.006239922717213631,0.020685561001300812
36,0.006321322172880173,0.020640481263399124
37,0.006202846299856901,0.02073192223906517
38,0.0060655949637293816,0.020959174260497093
39,0.005935870110988617,0.02083737589418888
40,0.0058453320525586605,0.020552366971969604
41,0.005792676936835051,0.020633554086089134
42,0.005647100508213043,0.020690154284238815
43,0.0055914465337991714,0.02087448723614216
44,0.005491487681865692,0.020764503628015518
45,0.005402487702667713,0.02084892988204956
46,0.005311233922839165,0.020574700087308884
47,0.005299052689224482,0.02034381963312626
48,0.005250949878245592,0.020524868741631508
